,accountid,key,quantity
109417,7074595,LYS014019335,1
109418,7074602,LYS008644232,1
109419,7074604,LYS008644232,1
109420,7074608,LYS008644232,3
109421,7074608,giadinhsongcamua1tap13p,1
109422,7074616,LYS008644232,8
109423,7074623,LYS008644232,1
109424,7074625,LYS008644232,1
109425,7074636,shotgunlovep,1
109426,7074637,3daystokillp,1
109427,7074646,LYS008644232,1
109428,7074646,LYS014252903,1
109429,7074646,casibichphuongp,1
109430,7074646,doidoitap37p,1
109431,7074646,gioithieuonfuturep,1
109432,7074646,phantichtrandaugiuahaglflcthanhhoap,3
109433,7074646,selenagomezcongkhaitinhyeup,1
109434,7074646,sieusaotainangnhi1_2p,1
109435,7074646,tapchidanhthucristianoronaldop,1
109436,7074649,KingsmanTheSecretServicep,1
109437,7074649,LYS008644232,11
109438,7074650,nhungchuchocuuho47p,2
109439,7074656,chiataybatngoquynhngap,1
109440,7074656,ohlalacouple1p,1
109441,7074656,shotgunlovep,1
109442,7074664,LYS008644232,9
109443,7074672,LYS002171883,1
109444,7074672,LYS008644232,2
109445,7074672,xucxacluclacnhunguocmop,1
109446,7074674,LYS002171883,1
109447,7074674,LYS008644232,2
109448,7074678,LYS008644232,3
109449,7074690,LYS008644232,1
109450,7074690,casibichphuongp,1
109451,7074690,doidoitap37p,1
109452,7074690,phantichtrandaugiuahaglflcthanhhoap,1
109453,7074694,LYS008644232,2
109454,7074705,LYS008644232,1
109455,7074708,LYS003482908,2
109456,7074711,ponybenho6tap25p,1
109457,7074711,ponybenho6tap4p,2
109458,7074711,ponybenho6tap5p,1
109459,7074711,ponybenho6tap6p,1
109460,7074716,LYS008644232,16
109461,7074719,LYS008644232,2
109462,7074719,NhungDuaTreTinhNghich23p,2
109463,7074719,nhungchuchocuuho49p,1
109464,7074719,sieusaotainangnhi26p,1
109465,7074728,LYS003482908,2
109466,7074728,LYS005228795,1
109467,7074742,annaandthekingp,1
109468,7074742,casibichphuongp,1
109469,7074745,LYS008644232,1
109470,7074745,phantichtamanhhuongcuamerlovoidanangp,3
109471,7074762,LYS008644232,2
109472,7074768,KingsmanTheSecretServicep,1
109473,7074768,LYS008644232,10
109474,7074768,tap148matnakybip,1
109475,7074769,LYS008644232,1
109476,7074781,LYS003482908,1
109477,7074803,LYS008644232,5
109478,7074816,LYS008644232,3
109479,7074817,phobia2p,2
109480,7074820,LYS003482908,1
109481,7074826,tapchiclbvidaichelsea_1p,1
109482,7074828,1811acodeofsecrecyp,1
109483,7074828,28weekslaterp,1
109484,7074828,LYS014176388,1
109485,7074828,americandreamzp,1
109486,7074828,armageddonp,1
109487,7074828,baybangdongcotaogiop,1
109488,7074828,doomsdayp,1
109489,7074828,jarheadp,5
109490,7074828,resistance_khangcup,1
109491,7074828,sancochunhatso6p,1
109492,7074828,sieusaotainangnhi1_2p,1
109493,7074833,LYS008644232,2
109494,7074833,aakharidealp,1
109495,7074833,catinthehatp,1
109496,7074833,thorp,1
109497,7074834,LYS008644232,43
109498,7074834,hellostrangerp,1
109499,7074835,LYS008644232,2
109500,7074837,faptvcomnguoinhunganhhuongcuamangxahoip,1
109501,7074840,LYS003482908,1
109502,7074842,LYS002161371,2
109503,7074842,LYS003482908,1
109504,7074842,LYS008644232,3
109505,7074842,drdimensionpants21p,1
109506,7074842,phantichloichoicuaquangnamp,1
109507,7074846,LYS008644232,1
109508,7074856,changtraicuaem111p,1
109509,7074856,changtraicuaem13p,1
109510,7074856,changtraicuaem15p,1
109511,7074856,changtraicuaem6p,1
109512,7074856,changtraicuaem7p,1
109513,7074856,yeumotminhanhlinhp,1
109514,7074860,LYS008644232,7
109515,7074867,LYS008644232,1
109516,7074868,LYS008644232,1
109517,7074881,LYS008644232,4
109518,7074888,thienduongamthucmua2tap15p,2
109519,7074891,LYS002161371,11
109520,7074891,LYS002171883,2
109521,7074908,doomsdayp,1
109522,7074908,masterstrikesbackthep,1
109523,7074908,resistance_khangcup,1
109524,7074916,LYS008644232,9
109525,7074922,LYS008644232,12
109526,7074932,28weekslaterp,1
109527,7074932,mykingdomp,1
109528,7074935,LYS008644232,2
109529,7074949,LYS008644232,4
109530,7074949,spiritstallionofthecimarronp,1
109531,7074950,LYS003482908,1
109532,7074955,LYS003482908,1
109533,7074955,tapchiclbvidaibarcelona_2p,1
109534,7074959,LYS008644232,3
109535,7074960,LYS008644232,1
109536,7074960,conduongdaynangquynhngap,1
109537,7074960,postmantoheavenp,1
109538,7074963,LYS003482908,1
109539,7074963,ohlalacouple1p,1
109540,7074965,LYS008644232,3
109541,7074965,LYS013841204,1
109542,7074965,LYS013852026,1
109543,7074969,LYS008644232,1
109544,7074972,LYS003482908,1
109545,7074987,LYS008644232,2
109546,7074990,LYS008644232,2
109547,7074992,LYS008644232,2
109548,7074997,phantichtrandaugiuahaglflcthanhhoap,3
109549,7074999,LYS014294725,1
109550,7074999,duongmayquaxutuyetp,1
109551,7075000,LYS008644232,1
109552,7075001,LYS003482908,1
109553,7075002,LYS008644232,4
109554,7075004,trotaicungbeso1p,1
109555,7075012,nhungcauchuyenbimatveronaldop,1
109556,7075012,thoiquendinhduongcuacacvdvp,1
109557,7075014,LYS008644232,7
109558,7075025,LYS003482908,1
109559,7075033,sieusaotainangnhi1_2p,1
109560,7075041,annaandthekingp,1
109561,7075041,casibichphuongp,1
109562,7075041,phantichtrandaugiuahaglflcthanhhoap,4
109563,7075041,selenagomezcongkhaitinhyeup,1
109564,7075045,1811acodeofsecrecyp,1
109565,7075045,LYS003482908,1
109566,7075045,LYS014251424,1
109567,7075045,langnghemuaxuanvequanghap,1
109568,7075045,lienkhuclangnghemuaxuanvep,1
109569,7075045,nguyenmanhdung_1p,1
109570,7075045,sophiesrevengep,1
109571,7075046,LYS008644232,8
109572,7075048,28weekslaterp,2
109573,7075048,LYS002171883,1
109574,7075048,LYS003482908,1
109575,7075048,LYS008644232,5
109576,7075052,360crossoverp,1
109577,7075052,LYS014272993,1
109578,7075056,comebackmister1p,1
109579,7075056,phantichtrandaugiuahaglflcthanhhoap,1
109580,7075062,sorryandthankyoup,1
109581,7075070,LYS003482908,1
109582,7075076,LYS008644232,1
109583,7075087,LYS008644232,5
109584,7075088,LYS008644232,1
109585,7075092,LYS008644232,3
109586,7075092,phantichtrandaugiuahaglflcthanhhoap,1
109587,7075095,LYS003482908,1
109588,7075095,LYS005228795,1
109589,7075095,Selldon75p,1
109590,7075095,painandgainp,2
109591,7075095,phantichtrandaugiuahaglflcthanhhoap,1
109592,7075099,LYS008644232,4
109593,7075101,LYS008644232,2
109594,7075116,1811acodeofsecrecyp,1
109595,7075118,LYS008644232,1
109596,7075119,LYS008644232,3
109597,7075122,LYS003482908,1
109598,7075127,LYS005228795,1
109599,7075127,LYS008644232,5
109600,7075128,doidoitap29p,1
109601,7075129,LYS008644232,3
109602,7075130,LYS003482908,1
109603,7075130,LYS005228795,1
109604,7075130,huyenthoaieplrobertpires_1_lep,1
109605,7075136,LYS003482908,1
109606,7075144,LYS003482908,1
109607,7075144,PhieuLuuCungCoMayThoiGian5p,1
109608,7075144,Selldon70p,1
109609,7075144,Selldon73p,1
109610,7075144,annaandthekingp,1
109611,7075144,beemoviep,3
109612,7075144,capturetheflagp,1
109613,7075144,hellostrangerp,1
109614,7075144,iris3p,1
109615,7075144,legotap12p,1
109616,7075144,mokhoasangtaop,1
109617,7075144,onggianoelgiangtranp,1
109618,7075145,doidoitap38p,1
109619,7075145,doomsdayp,2
109620,7075145,phantichtrandaugiuavietnamjordanp,2
109621,7075145,phobia2p,1
109622,7075145,shotgunlovep,1
109623,7075150,LYS003582539,1
109624,7075150,casibichphuongp,1
109625,7075150,phienbanhoanhaotap2p,2
109626,7075151,LYS008644232,2
109627,7075153,LYS008644232,1
109628,7075164,LYS008644232,11
109629,7075168,LYS008644232,1
109630,7075177,tap146cauberungxanhp,1
109631,7075187,howtotrainyourdragonp,2
109632,7075187,muoidieurancuachuap,1
109633,7075187,phuongphaptimnhipdanh_lep,1
109634,7075201,thachthucdanhhaimua3tap12p,1
109635,7075204,LYS008644232,2
109636,7075213,LYS008644232,2
109637,7075218,sieusaotainangnhi1_2p,1
109638,7075226,LYS008644232,10
109639,7075230,casibichphuongp,1
109640,7075232,LYS008644232,6
109641,7075236,LYS008644232,1
109642,7075243,LYS008644232,6
109643,7075243,hanchecuau22vietnamtaiseagames29p,1
109644,7075244,LYS008644232,4
109645,7075245,LYS008644232,8
109646,7075245,drdimensionpants24p,1
109647,7075245,lucasemily17p,1
109648,7075262,LYS008644232,1
109649,7075266,hlvnguyenhuuthangp,1
109650,7075266,ponybenho6tap10p,1
109651,7075266,ponybenho6tap23p,1
109652,7075266,ponybenho6tap25p,2
109653,7075278,LYS008644232,2
109654,7075280,1811acodeofsecrecyp,1
109655,7075282,LYS005228795,2
109656,7075282,LYS008644232,14
109657,7075282,Migo1p,1
109658,7075283,LYS008644232,7
109659,7075286,LYS008644232,3
109660,7075293,LYS008644232,2
109661,7075295,LYS003482908,1
109662,7075301,LYS003582539,1
109663,7075301,LYS008644232,1
109664,7075306,LYS003482908,1
109665,7075306,LYS005228795,2
109666,7075306,bandookp,1
109667,7075306,bigfatliarp,1
109668,7075306,doomsdayp,1
109669,7075306,gioithieuonfuturep,1
109670,7075306,noitambianp,1
109671,7075306,onthewrongtrackp,1
109672,7075306,painandgainp,1
109673,7075306,sieusaotainangnhi1_2p,1
109674,7075306,theomenp,1
109675,7075306,yeusachp,1
109676,7075314,LYS008644232,3
109677,7075316,LYS008644232,1
109678,7075318,LYS008644232,3
109679,7075321,drdimensionpants26p,1
109680,7075326,LYS008644232,1
109681,7075326,phantichtrandaugiuahaglflcthanhhoap,1
109682,7075330,LYS008644232,3
109683,7075331,LYS003482908,1
109684,7075331,LYS008644232,2
109685,7075338,LYS008644232,1
109686,7075351,LYS008644232,3
109687,7075360,LYS008644232,1
109688,7075371,LYS008644232,2
109689,7075380,LYS008644232,1
109690,7075380,spiritstallionofthecimarronp,1
109691,7075382,LYS008644232,5
109692,7075382,phantichtrandaugiuahaglflcthanhhoap,1
109693,7075384,LYS002161371,1
109694,7075384,LYS014055134,1
109695,7075384,conduongdaynangquynhngap,1
109696,7075384,matnangoisaomua1tap10p,2
109697,7075384,phantichtranu22VNgapcacngoisaoHQp,1
109698,7075384,thekhonggucngatap31p,1
109699,7075389,LYS008644232,1
109700,7075395,phantichtrandaugiuahaglflcthanhhoap,1
109701,7075403,LYS003482908,1
109702,7075417,LYS008644232,1
109703,7075477,LYS008644232,3
109704,7075482,phantichtrandaugiuahaglflcthanhhoap,2
109705,7075489,phienbanhoanhaotap2p,1
109706,7075495,LYS008644232,10
109707,7075526,resistance_khangcup,1
109708,7075531,1811acodeofsecrecyp,1
109709,7075531,annaandthekingp,1
109710,7075531,phantichtrandaugiuavietnamafghanistanp,1
109711,7075531,phobiap,1
109712,7075531,shotgunlovep,2
109713,7075540,hanchecuau22vietnamtaiseagames29p,1
109714,7075548,LYS008644232,1
109715,7075550,hanchecuau22vietnamtaiseagames29p,1
109716,7075555,LYS008644232,3
109717,7075564,LYS003482908,1
109718,7075587,Baitapvoibonggiupthongonvong2p,1
109719,7075665,alatw_lep,1
109720,7075665,tapchiclbvidaibarcelona_2p,1
109721,7075699,LYS008644232,5
109722,7075718,360crossoverp,1
109723,7075718,LYS003482908,1
109724,7075718,bethichthethaoso1p,1
109725,7075718,dienvienlanphuongp,1
109726,7075718,sieusaotainangnhi1_2p,1
109727,7075722,LYS008644232,4
109728,7075741,LYS008644232,11
109729,7075742,LYS008644232,1
109730,7075793,LYS014067465,1
109731,7075795,DP6_NhungbansaocuacauthuvaHLVp,1
109732,7075795,LYS014127457,1
109733,7075795,LYS014176632,1
109734,7075795,LYS014315006,1
109735,7075795,doomsdayp,1
109736,7075795,hoandoi20158p,1
109737,7075795,hoandoi20159p,1
109738,7075795,mykingdomp,1
109739,7075795,phienbanhoanhaotap1p,1
109740,7075795,phienbanhoanhaotap2p,1
109741,7075895,sieusaotainangnhi1_2p,1
109742,7075958,LYS002171883,1
109743,7075958,LYS003482908,1
109744,7075958,marvelstheavengersp,1
109745,7075958,muoidieurancuachuap,1
109746,7075958,painandgainp,1
109747,7075995,LYS002161371,1
109748,7076005,aomongtinhyeup,1
109749,7076006,phantichtrandaugiuahaglflcthanhhoap,1
109750,7076008,LYS008644232,2
109751,7076008,doidoitap1p,1
109752,7076008,huyenthoaitimtap1p,1
109753,7076008,jarheadp,1
109754,7076017,LYS008644232,12
109755,7076020,LYS008644232,1
109756,7076021,thefamilyiscoming1p,1
109757,7076025,LYS014284224,1
109758,7076025,dienvienhuycuongp,1
109759,7076025,masterofkungfuthep,1
109760,7076043,LYS014110935,1
109761,7076043,SuQuyenRuChetNguoi1p,1
109762,7076043,chichilandtap16p,1
109763,7076043,drdimensionpants24p,1
109764,7076043,nhungchuchocuuho12p,1
109765,7076043,nhungchuchocuuho42p,1
109766,7076043,thanxedaichientap26p,1
109767,7076043,thekhonggucngatap32p,1
109768,7076043,vanxuanfcvscuongquocfc_1p,1
109769,7076044,LYS008644232,3
109770,7076061,LYS003482908,1
109771,7076063,LYS003482908,1
109772,7076064,resistance_khangcup,1
109773,7076068,bigbossp,2
109774,7076078,LYS002161371,1
109775,7076079,LYS008644232,7
109776,7076091,LYS003482908,1
109777,7076091,LYS008644232,1
109778,7076097,phantichtrandaugiuavietnamvathailanp,1
109779,7076101,painandgainp,1
109780,7076101,sinbadlegendofthesevenseasp,1
109781,7076102,LYS008644232,3
109782,7076104,YogaVanPhongp,1
109783,7076104,khoevadepJumpRopep,1
109784,7076104,phantichtrandaugiuavietnamvathailanp,1
109785,7076105,LYS008644232,10
109786,7076126,painandgainp,2
109787,7076135,hanchecuau22vietnamtaiseagames29p,3
109788,7076135,ngayemxaanhtaquanghuyp,1
109789,7076172,LYS008644232,2
109790,7076173,LYS013841204,1
109791,7076174,LYS008644232,1
109792,7076183,DP6_NhungbansaocuacauthuvaHLVp,1
109793,7076183,LYS008644232,2
109794,7076187,LYS003482908,1
109795,7076195,thekhonggucngatap29p,1
109796,7076196,phantichtrandaugiuahaglflcthanhhoap,1
109797,7076203,LYS002161371,7
109798,7076204,LYS008644232,2
109799,7076210,LYS008644232,2
109800,7076226,casibichphuongp,1
109801,7076226,doidoitap37p,1
109802,7076230,KingsmanTheSecretServicep,1
109803,7076230,boffestival21p,1
109804,7076230,masterstrikesbackthep,1
109805,7076230,transporterp,1
109806,7076232,LYS008644232,1
109807,7076232,phantichtrandaugiuahaglflcthanhhoap,1
109808,7076233,LYS008644232,1
109809,7076234,phantichtrandaugiuahaglflcthanhhoap,1
109810,7076235,LYS003482908,1
109811,7076235,LYS005228795,1
109812,7076241,LYS003482908,1
109813,7076241,muudoangiautap29p,1
109814,7076243,phantichtrandaugiuahaglflcthanhhoap,2
109815,7076243,phantichtrandaugiuavietnamafghanistanp,2
109816,7076243,phantichtrandaugiuavietnamvathailanp,1
109817,7076243,phantichtraudaugiuahanoifcvalonganp,1
109818,7076243,sancochunhatso3p,1
109819,7076247,aikidop,1
109820,7076247,matnangoisaomua1tap12p,1
109821,7076247,matnangoisaomua1tap8p,1
109822,7076251,LYS003482908,1
109823,7076251,LYS008644232,1
109824,7076256,bachngocduong1p,1
109825,7076256,ohlalacouple1p,1
109826,7076257,matnangoisaomua1tap8p,2
109827,7076257,phienbanhoanhaotap2p,1
109828,7076265,LYS008644232,2
109829,7076274,LYS008644232,1
109830,7076279,LYS008644232,2
109831,7076281,LYS008644232,1
109832,7076295,LYS003582539,1
109833,7076298,LYS008644232,1
109834,7076304,LYS008644232,1
109835,7076305,LYS003482908,1
109836,7076305,LYS008644232,1
109837,7076306,LYS008644232,1
109838,7076314,NhungNguoiBanThongThaiP136p,1
109839,7076314,Selldon74p,2
109840,7076314,ngoisaobibiso1p,1
109841,7076321,LYS008644232,2
109842,7076321,annaandthekingp,1
109843,7076321,jarheadp,2
109844,7076321,runningmanthe_chaytrontuthanp,3
109845,7076333,phantichtrandaugiuahaglflcthanhhoap,3
109846,7076341,1811acodeofsecrecyp,1
109847,7076342,LYS014127237,1
109848,7076346,LYS014271689,1
109849,7076346,doidoitap1p,1
109850,7076346,doidoitap36p,2
109851,7076353,LYS008644232,1
109852,7076366,LYS008644232,1
109853,7076370,masterofkungfuthep,1
109854,7076370,shotgunlovep,1
109855,7076372,youcamefromthestars1p,1
109856,7076375,belami1p,1
109857,7076375,thefamilyiscoming1p,2
109858,7076375,youcamefromthestars1p,1
109859,7076378,buidoanquanghuyp,1
109860,7076383,phantichtrandaugiuahaglflcthanhhoap,1
109861,7076390,nhungchuchocuuho2p,1
109862,7076390,nhungchuchocuuho48p,1
109863,7076396,LYS008644232,9
109864,7076409,phantichthatbaicuau22taiseagames29p,1
109865,7076409,sieusaotainangnhi21p,1
109866,7076412,drdimensionpants26p,1
109867,7076412,nhungchuchocuuho49p,1
109868,7076424,drdimensionpants3p,1
109869,7076433,LYS008644232,3
109870,7076443,LYS005228795,1
109871,7076443,masterofkungfuthep,1
109872,7076443,thuthachduongphoso74p,1
109873,7076452,LYS003482908,2
109874,7076452,LYS008644232,1
109875,7076452,sancochunhatso6p,1
109876,7076479,realsteelp,1
109877,7076482,diquamuagiotap36p,1
109878,7076482,lucasemily17p,1
109879,7076482,ngaylelaodongp,1
109880,7076482,nghesimualinhngap,1
109881,7076482,tinhyeutralaitrangsaogiangtienp,1
109882,7076491,iris1p,1
109883,7076491,mrscop1p,1
109884,7076499,casibichphuongp,1
109885,7076501,phantichtrandaugiuahaglflcthanhhoap,1
109886,7076503,shanghainoonp,1
109887,7076503,themadmonkp,1
109888,7076503,themonkeygoeswestp,1
109889,7076510,doidoitap38p,1
109890,7076510,khiemtrongvongtayanhquynhngap,1
109891,7076510,phantichtrandaugiuahaglflcthanhhoap,1
109892,7076512,flcthanhhoachuanbichovleaguep,1
109893,7076512,lamdepso1p,1
109894,7076512,muadatanhnhatkimanhp,1
109895,7076512,nhugiotsuongngumuontap11p,1
109896,7076512,nhugiotsuongngumuontap12p,1
109897,7076512,nhugiotsuongngumuontap13p,2
109898,7076512,nhugiotsuongngumuontap14p,2
109899,7076512,phantichtrandaugiuahaglflcthanhhoap,1
109900,7076512,sieusaotainangnhi3p,1
109901,7076515,LYS013991924,1
109902,7076522,tap141emlabanoicuaanhphan2p,1
109903,7076533,lamdepso1p,1
109904,7076533,lamdepso2p,1
109905,7076533,lamdepso4p,1
109906,7076535,LYS005228795,1
109907,7076540,sucnangtinhthamtap32p,1
109908,7076547,thekhonggucngatap32p,1
109909,7076550,LYS008644232,1
109910,7076550,phienbanhoanhaotap4p,2
109911,7076556,LYS003683324,2
109912,7076556,dautramhotap32p,2
109913,7076556,doidoitap1p,1
109914,7076556,doidoitap38p,1
109915,7076556,giaphaitratap34p,1
109916,7076556,nhungnuhonrucrop,1
109917,7076556,phandanbatap1p,1
109918,7076556,toamgioluatap1p,1
109919,7076556,todongvuongvantap1p,2
109920,7076556,yeutrongthuhantap28p,1
109921,7076560,LYS003482908,1
109922,7076560,trotaicungbeso1p,1
109923,7076578,LYS014096001,1
109924,7076578,LYS014284424,1
109925,7076578,sancochunhatso7p,1
109926,7076580,phantichtrandaugiuahaglflcthanhhoap,1
109927,7076582,LYS003482908,1
109928,7076583,aeonfluxp,1
109929,7076583,flyingswordsofdragongatep,1
109930,7076583,ponybenho6tap5p,1
109931,7076583,thebattlewizardp,1
109932,7076584,LYS003482908,1
109933,7076592,phobia2p,1
109934,7076592,runningmanthe_chaytrontuthanp,1
109935,7076592,thedeadlyduop,1
109936,7076595,phantichloichoicuaquangnamp,1
109937,7076603,hanamutdvsliverpoolhanoifcp,1
109938,7076603,thekhonggucngatap10p,1
109939,7076603,thekhonggucngatap11p,1
109940,7076603,thekhonggucngatap12p,2
109941,7076603,thekhonggucngatap13p,2
109942,7076603,thekhonggucngatap14p,2
109943,7076603,thekhonggucngatap15p,4
109944,7076603,thekhonggucngatap16p,1
109945,7076603,thekhonggucngatap17p,1
109946,7076603,thekhonggucngatap18p,1
109947,7076603,thekhonggucngatap19p,1
109948,7076603,thekhonggucngatap21p,1
109949,7076603,thekhonggucngatap22p,1
109950,7076603,thekhonggucngatap23p,1
109951,7076603,thekhonggucngatap24p,1
109952,7076603,thekhonggucngatap25p,1
109953,7076603,thekhonggucngatap26p,1
109954,7076603,thekhonggucngatap27p,1
109955,7076603,thekhonggucngatap28p,3
109956,7076603,thekhonggucngatap2p,1
109957,7076603,thekhonggucngatap3p,1
109958,7076603,thekhonggucngatap6p,1
109959,7076603,thekhonggucngatap7p,1
109960,7076603,thekhonggucngatap9p,1
109961,7076605,LYS002161371,1
109962,7076609,LYS003482908,3
109963,7076609,caccauthudamdanggioinoitrop,1
109964,7076609,cauthugioianvap,2
109965,7076610,phobia2p,1
109966,7076611,drdimensionpants26p,1
109967,7076611,nhungchuchocuuho49p,1
109968,7076612,LYS003482908,3
109969,7076617,casibichphuongp,1
109970,7076617,ohlalacouple1p,1
109971,7076630,LYS008644232,2
109972,7076630,SuQuyenRuChetNguoi1p,1
109973,7076630,SuQuyenRuChetNguoi2p,1
109974,7076630,SuQuyenRuChetNguoi3p,1
109975,7076630,SuQuyenRuChetNguoi5p,1
109976,7076630,SuQuyenRuChetNguoi6p,1
109977,7076630,SuQuyenRuChetNguoi7p,4
109978,7076630,annaandthekingp,1
109979,7076630,aweekofromance1p,1
109980,7076630,comebackmister13p,1
109981,7076630,comebackmister9p,1
109982,7076630,doidoitap22p,1
109983,7076630,madeaswitnessprotectionp,1
109984,7076630,shotgunlovep,1
109985,7076630,soulmate10p,1
109986,7076630,soulmate11p,2
109987,7076630,soulmate12p,2
109988,7076630,soulmate13p,1
109989,7076630,soulmate14p,2
109990,7076630,yeutrongthuhantap1p,1
109991,7076643,LYS014055158,1
109992,7076644,LYS008644232,1
109993,7076651,phobia2p,3
109994,7076663,LYS003482908,1
109995,7076672,LYS003482908,1
109996,7076672,LYS003582539,1
109997,7076672,annaandthekingp,1
109998,7076672,doomsdayp,1
109999,7076677,LYS002171883,1
110000,7076677,caccauthudamdanggioinoitrop,1
110001,7076677,marvelstheavengersp,1
110002,7076677,sucnangtinhthamtap31p,1
110003,7076686,LYS003482908,1
110004,7076691,mykingdomp,1
110005,7076709,doidoitap4p,1
110006,7076709,lamdepso1p,1
110007,7076709,lamdepso4p,1
110008,7076711,3daystokillp,1
110009,7076711,LYS002161371,1
110010,7076711,theboxerfromshantungp,2
110011,7076711,thefamilyiscoming1p,2
110012,7076726,LYS013991924,2
110013,7076726,LYS014294497,1
110014,7076733,mykingdomp,1
110015,7076746,bachngocduong5p,1
110016,7076746,bachngocduong6p,2
110017,7076746,bachngocduong8p,4
110018,7076750,doomsdayp,1
110019,7076762,LYS003482908,2
110020,7076762,LYS005228795,1
110021,7076762,nguyenhongsonp,1
110022,7076762,shotgunlovep,2
110023,7076762,tapchidanhthukennydalglish_lep,1
110024,7076762,thisisfootball4kp,1
110025,7076769,LYS005228795,1
110026,7076769,hellostrangerp,1
110027,7076769,phienbanhoanhaotap4p,1
110028,7076775,LYS003482908,1
110029,7076775,ironmanp,3
110030,7076781,LYS014214394,1
110031,7076781,LYS014359252,1
110032,7076782,LYS014055170,1
110033,7076784,LYS008644232,2
110034,7076784,masterofkungfuthep,2
110035,7076792,jarheadp,1
110036,7076792,nghienfacebookp,1
110037,7076794,doidoitap38p,1
110038,7076794,masterofkungfuthep,1
110039,7076794,masterstrikesbackthep,1
110040,7076794,mykingdomp,1
110041,7076804,mechongchangdautap31p,1
110042,7076804,phienbanhoanhaotap3_1p,1
110043,7076804,thachthucdanhhaimua3tap17gala3p,1
110044,7076805,LYS005228795,1
110045,7076805,aakharidealp,2
110046,7076805,caccauthucuacambangainhuthenaop,1
110047,7076805,racroicuawagsp,1
110048,7076805,shotgunlovep,2
110049,7076805,wagsnongbonggiangsinhp,1
110050,7076824,LYS014227743,1
110051,7076824,Selldon74p,3
110052,7076824,flcthanhhoachuanbichovleaguep,1
110053,7076824,phantichtrandaugiuahaglflcthanhhoap,2
110054,7076837,5vungchienthuatp,1
110055,7076841,LYS014055488,2
110056,7076841,lamdepso5p,1
110057,7076859,KingsmanTheSecretServicep,2
110058,7076859,flyingswordsofdragongatep,1
110059,7076860,phantichtrandaugiuavietnamafghanistanp,1
110060,7076869,LYS003482908,1
110061,7076874,phantichtrandaugiuahaglflcthanhhoap,1
110062,7076881,comebackmister1p,1
110063,7076881,lamdepso1p,1
110064,7076881,romancezero1p,1
110065,7076886,LYS003482908,1
110066,7076892,tap165buoncuaemp,1
110067,7076901,LYS008644232,1
110068,7076916,LYS005228795,1
110069,7076916,aomongtinhyeup,1
110070,7076916,aovongtap34_2p,1
110071,7076916,aweekofromance1p,1
110072,7076916,caccauthucuacambangainhuthenaop,1
110073,7076916,cacclbcotenkylap,1
110074,7076916,comebackmister1p,1
110075,7076916,doidoitap38p,1
110076,7076916,haynoivetinhyeutap34p,1
110077,7076916,madeaswitnessprotectionp,1
110078,7076916,muudoangiautap29p,1
110079,7076916,sieusaotainangnhi1_2p,1
110080,7076916,tumcodaigiatap32p,1
110081,7076920,LYS005228795,1
110082,7076922,LYS003482908,1
110083,7076922,TamCaSieuDang25p,1
110084,7076922,phantichtrandaugiuahaglflcthanhhoap,2
110085,7076928,Selldon72p,1
110086,7076928,drdimensionpants26p,1
110087,7076943,phantichtrandaugiuahaglflcthanhhoap,2
110088,7076943,sieusaotainangnhi1_2p,1
110089,7076943,sieusaotainangnhi2p,1
110090,7076962,LYS002161371,4
110091,7076962,LYS005228795,1
110092,7076962,LYS008644232,1
110093,7076963,LYS003482908,1
110094,7076963,caccauthucuacambangainhuthenaop,1
110095,7076967,casibichphuongp,1
110096,7076967,comebackmister1p,1
110097,7076967,phantichtrandaugiuahaglflcthanhhoap,1
110098,7076969,360crossoverp,1
110099,7076985,LYS008644232,1
110100,7077001,LYS003482908,1
110101,7077015,tap146cauberungxanhp,1
110102,7077028,LYS014227879,1
110103,7077028,aakharidealp,1
110104,7077028,bietthupenseetap1p,1
110105,7077028,casibichphuongp,1
110106,7077028,nhungngarevaodoitap31p,1
110107,7077028,nhungnuhonrucrop,1
110108,7077037,phienbanhoanhaotap4p,1
110109,7077038,bosuutapphongtongthongp,1
110110,7077038,duongmayquaxutuyetp,1
110111,7077038,phovietp,1
110112,7077038,tapchiclbvidaibayernmunich_1p,1
110113,7077039,3daystokillp,1
110114,7077039,annaandthekingp,1
110115,7077044,LYS003482908,1
110116,7077045,LYS003482908,2
110117,7077054,phantichtrandaugiuahaglflcthanhhoap,1
110118,7077060,phantichchienthuatlua3hagljmgp,1
110119,7077060,phantichtrandaugiuahaglflcthanhhoap,3
110120,7077060,phantichtrandaugiuavietnamafghanistanp,2
110121,7077060,sancochunhatso3p,1
110122,7077065,LYS014176184,1
110123,7077065,LYS014284228,1
110124,7077065,LYS014284272,1
110125,7077065,LYS014314974,2
110126,7077065,LYS014315018,2
110127,7077065,LYS014339728,1
110128,7077065,LYS014339732,1
110129,7077065,LYS014347822,1
110130,7077065,LYS014370502,1
110131,7077065,LYS014370550,1
110132,7077065,LYS014370586,1
110133,7077065,LYS014405104,2
110134,7077065,LYS014405148,2
110135,7077065,LYS014405160,1
110136,7077065,LYS014405188,1
110137,7077065,LYS014439985,1
110138,7077065,LYS014472234,1
110139,7077065,thatbaicuaflcTHtaivong1718vleaguep,1
110140,7077067,LYS005228795,1
110141,7077067,nhungchuchocuuho49p,1
110142,7077067,ohlalacouple1p,1
110143,7077071,masterstrikesbackthep,1
110144,7077071,tamanhkhonghonthuyhuyenp,1
110145,7077071,tienbietngochanp,1
110146,7077071,tinhyeutralaitrangsaogiangtienp,1
